Reviewed,Reviewer,Date,Content
140675,122106,Oct 16 2020,"
Short scenario survey (7-8 minutes)(~ 8 minutes)
"
140676,51,Oct 16 2020,"
RENDER SIDE
"
140677,106430,Oct 16 2020,"
Estimate the number of pearls in a vase
"
140678,5390,Oct 16 2020,"
Youtuber (YT) email addresses
"
140679,97471,Oct 15 2020,"
Problem-solving and writing about your experience!(~ 10 minutes)
"
140680,109202,Oct 15 2020,"
Read research and answer questions about it
"
140681,121638,Oct 15 2020,"
Answer a survey about your opinions about privacy concerns on writing negative reviews
"
140682,121638,Oct 15 2020,"
Measuring User Understanding of Location Privacy Zones
"
140683,105535,Oct 15 2020,"
Thoughts, Beliefs, and Everyday Experiences
"
140684,13410,Oct 15 2020,"
Find the emails of musicians
"
140685,138033,Oct 15 2020,"
Collect contact information for companies and financial advisers
"
140686,138055,Oct 15 2020,"
Emerging Technology and Services 
"
140687,64700,Oct 15 2020,"
How is your life going these days?(~ 20 minutes)
"
140688,90240,Oct 15 2020,"
 Is it possible for someone to transcribe this image?
"
140689,90240,Oct 15 2020,"
Short Public Opinion Survey - Paid Immediately
"
140690,109202,Oct 15 2020,"
Survey of your opinions(~ 5 minutes)
"
140691,121638,Oct 15 2020,"
Academic experiment (1.2$ fixed fee, 1.2$ bonus)
"
140692,121638,Oct 15 2020,"
A short survey and a choice task
"
140693,116874,Oct 15 2020,"
Read a question and answer pair and make judgement.(WARNING: This HIT may contain adult content. Worker discretion is advised.) 1,150 $0.20 13m ago Preview
"
140694,68432,Oct 15 2020,"
""Please answer a 7-minute survey about finance and investment""
"
140695,121638,Oct 15 2020,"
A survey about the psychosocial factors of chronic low back pain
"
140696,31284,Oct 15 2020,"
Please answer a 7-minute survey about finance and investment
"
140697,93204,Oct 15 2020,"
!!!START NOW!!! The Sales Game ($16+ for 60 minutes)
"
140698,75272,Oct 15 2020,"
Charity Evaluation Study (~ 3 minutes)
"
140699,63839,Oct 15 2020,"
Provide your opinions on a scenario(~ 2 minutes)
"
140700,10866,Oct 15 2020,"
Answer a survey on depression scales 
"
140701,56633,Oct 15 2020,"
Academic experiment (1.2$ fixed fee, 1.2$ bonus)
"
140702,90240,Oct 15 2020,"
Decision Making Study (~40 mins); Compensation HIT for missing bonus
"
140703,68432,Oct 15 2020,"
""Social Media Study(~ 7 minutes)""
"
140704,51,Oct 15 2020,"
Answer a survey on depression scales
"
140705,90240,Oct 15 2020,"
Easy Data Collection: Copy URLS from websites with open positions
"
140706,51,Oct 15 2020,"
Meaning similarity
"
140707,31178,Oct 15 2020,"
Consumer Study(~ 3 minutes)
"
140708,122106,Oct 15 2020,"
Survey about FAQ page quality(~ 25 minutes)
"
140709,122106,Oct 15 2020,"
Corporate Communication ??Part I Survey (~ 8 minutes)
"
140710,122106,Oct 15 2020,"
Problem-solving and writing about your experience!(~ 10 minutes)
"
140711,41390,Oct 15 2020,"
personality and video games
"
140712,103420,Oct 15 2020,"
Take a simple survey about decision-making
"
140713,72006,Oct 15 2020,"
The Rhythm Experiment (bonus up to $2.83!)
"
140714,72006,Oct 15 2020,"
Survey about knowledge and positions on important science topics
"
140715,10866,Oct 15 2020,"
RAISE-FAIRNESS-RESEARCH
"
140716,72006,Oct 15 2020,"
Decision Making Study (~40 mins) -- Need to start immediately
"
140717,112473,Oct 15 2020,"
Survey of Perceptions of Robot Videos
"
140718,121638,Oct 14 2020,"
Survey of Mood and Cognition(~ 15 minutes)
"
140719,121638,Oct 14 2020,"
Person Perception [No Mobile Devices](~ 4 minutes)  -  SocialCognitionResearchCologne
"
140720,127388,Oct 14 2020,"
Demographic and Personality Factors in Psychological Measures(~ 15 minutes)
"
140721,72006,Oct 14 2020,"
Survey for people with CHRONIC PAIN ONLY
"
140722,103420,Oct 14 2020,"
Apparel Digital Retail Theater
"
140723,40548,Oct 14 2020,"
Your opinion about outdoor activities(~ 8 minutes)
"
140724,137494,Oct 14 2020,"
Evaluations of Criminal Identification Policies(~ 30 minutes)
"
140725,136628,Oct 14 2020,"
Answer a survey about decision-making
"
140726,5832,Oct 14 2020,"
Transcribe a Recipe Card
"
140727,31284,Oct 14 2020,"
Learning and Risk Taking(~ 15 minutes)
"
140728,75272,Oct 14 2020,"
Short Survey (for desktop or laptop computers only)(~ 8 minutes)
"
140729,75272,Oct 14 2020,"
Stories and Phrases - 8 mins - $1.00(~ 8 minutes)
"
140730,114947,Oct 14 2020,"
Academic Study
"
140731,31284,Oct 14 2020,"
Survey on chrome extension page
"
140732,74522,Oct 14 2020,"
5 minute survey about local information
"
140733,69177,Oct 14 2020,"
null
"
140734,38191,Oct 14 2020,"
Would this website be able to supply the requested service?
"
140735,97765,Oct 14 2020,"
Chatbot Conversation (native English speakers only &amp; only one hit at a time please) 
"
140736,133644,Oct 14 2020,"
A 13-question survey to evaluate audio quality between two samples.
"
140737,77772,Oct 14 2020,"
Profile game(~ 7 minutes)
"
140738,128154,Oct 14 2020,"
Personal Goals (~ 10 minutes)
"
140739,63839,Oct 14 2020,"
Survey of online shopping and reviews(~ 4 minutes)
"
140740,122180,Oct 14 2020,"
An academic study(~ 10 minutes)
"
140741,109202,Oct 14 2020,"
Virtual Walk!(~ 3 minutes)
"
140742,115987,Oct 14 2020,"
Work Goals Study(~ 15 minutes)
"
140743,51,Oct 14 2020,"
Grief and Self-Transcendent Experiences Research Study
"
140744,90240,Oct 14 2020,"
Making choices
"
140745,90240,Oct 14 2020,"
academic survey about decision making(~ 5 minutes); Survey about judgments and decisions(~ 20 minutes)
"
140746,122106,Oct 14 2020,"
Survey About a Business Case(~ 5 minutes)
"
140747,10866,Oct 14 2020,"
Survey for people with CHRONIC PAIN ONLY
"
140748,68432,Oct 14 2020,"
""Personal Awareness Inventory""
"
140749,117494,Oct 14 2020,"
12mins_Online News Survey
"
140750,5390,Oct 14 2020,"
 Guided Visualization and Memory Task
"
140751,138033,Oct 14 2020,"
Write the words shown in an image (document) Do not have to write too many words
"
140752,30448,Oct 13 2020,"
 Recall Events from Photo Collections 
"
140753,73651,Oct 13 2020,"
Lyco Poll 2020
"
140754,57142,Oct 13 2020,"
1-15 minute survey with $1.74 bonus
"
140755,137708,Oct 13 2020,"
How natural (i.e. human-sounding) are these recordings?
"
140756,11985,Oct 13 2020,"
Research Survey On Consumer Buying Habit
"
140757,97110,Oct 13 2020,"
Study 2: Efficiently Teaching and Learning Computatio
"
140758,130603,Oct 13 2020,"
Research on Human Decisions(~ 90 minutes)
"
140759,121638,Oct 13 2020,"
Survey on Moral Reasoning and Intention
"
140760,121638,Oct 13 2020,"
Survey(~ 3 minutes)
"
140761,97110,Oct 13 2020,"
Survey on decision makings ( 2 minutes)
"
140762,34335,Oct 13 2020,"
Answer a survey about your willingness to provide data
"
140763,90240,Oct 13 2020,"
$0.45 For A 3-Minute Survey(~ 3 minutes)
"
140764,75272,Oct 13 2020,"
BONUS OPPORTUNITY (EARN UP TO $1.50): Psychology Survey: 15 minutes
"
140765,109202,Oct 13 2020,"
A short survey and a choice task
"
140766,137603,Oct 13 2020,"
Rate Faces (~30min)
"
140767,56633,Oct 13 2020,"
Answer a short survey about different people(~ 4 minutes)
"
140768,97765,Oct 13 2020,"
Survey(~ 3 minutes)
"
140769,13973,Oct 13 2020,"
Familial Health and Eating Behaviors During a Pandemic
"
140770,135617,Oct 13 2020,"
Decision game vCR (average bonus $4)
"
140771,122106,Oct 13 2020,"
24/2020 A Study on Charities(~ 6 minutes)
"
140772,97765,Oct 13 2020,"
2020 Election Study T1
"
140773,5390,Oct 13 2020,"
What's your creative style? Two sessions study for 15$
"
140774,51622,Oct 13 2020,"
Pet Ownership and Well-being
"
140775,56633,Oct 13 2020,"
Comprehending consumer contracts 1.00 (~ 30 minutes)
"
140776,104880,Oct 13 2020,"
Pet Ownership and Well-being
"
140777,90240,Oct 13 2020,"
click on the bike for sale area
"
140778,137385,Oct 13 2020,"
Answer a survey about your opinions on Influencer Marketing
"
140779,72492,Oct 13 2020,"
Determine which of two images is more face-like.
"
140780,30448,Oct 13 2020,"
What would you do? An investigation into the cognitive processes that drive decision-making(~ 75 minutes)
"
140781,61630,Oct 12 2020,"
Answer a survey about your behaviour, attitude and personality traits
"
140782,90240,Oct 12 2020,"
Brief Survey on Decision Making(~ 5 minutes)
"
140783,97110,Oct 12 2020,"
answer a survey about decisions to release or detain people awaiting trial
"
140784,90240,Oct 12 2020,"
Draw only one bounding box around the object held in hand
"
140785,90240,Oct 12 2020,"
 Transcribe data
"
140786,121638,Oct 12 2020,"
Social Media Study(~ 7 minutes)
"
140787,90240,Oct 12 2020,"
Identify the correct classification of tub type
"
140788,4702,Oct 12 2020,"
Communication Game ($4-$8 bonus) [BFT]
"
140789,138033,Oct 12 2020,"
ikeryang95
"
140790,90240,Oct 12 2020,"
Study about the effectiveness of advertising messages. (~ 2 minutes)
"
140791,97471,Oct 12 2020,"
UWA research: Attention task (~ 30 minutes)
"
140792,97110,Oct 12 2020,"
Decision-Making Survey(~ 10 minutes)
"
140793,103420,Oct 12 2020,"
Answer a survey about the marketability of a website
"
140794,51377,Oct 12 2020,"
Decision game vCR (average bonus $4)
"
140795,103420,Oct 12 2020,"
Answer a short survey about a popular retailer
"
140796,97765,Oct 12 2020,"
Perceptions of the U.S. Presidential Election - Part 1 of 4(~ 7 minutes)
"
140797,122106,Oct 12 2020,"
Decision-Making Survey(~ 10 minutes)
"
140798,75272,Oct 12 2020,"
Communication and social perception of aliens (ca. 25 min, demanding)(~ 30 minutes)
"
140799,35193,Oct 12 2020,"
Factors that Influence Juror Decisions(~ 20 minutes)
"
140800,122106,Oct 12 2020,"
Brief Survey on Decision Making(~ 5 minutes)
"
140801,122106,Oct 12 2020,"
Answer a survey about service providers
"
140802,96716,Oct 12 2020,"
Lyco Poll 2020
"
140803,97765,Oct 12 2020,"
Academic Study on Learning and Preferences(~ 25 minutes)
"
140804,68432,Oct 12 2020,"
""Take part in a short survey about voting""
"
140805,97765,Oct 12 2020,"
Take part in a short survey about voting
"
140806,75272,Oct 12 2020,"
 8 min survey!;6 min survey!
"
140807,75272,Oct 12 2020,"
Decision and Judgment Study(~ 6 minutes);Decision and Judgment Study(~ 6 minutes)
"
140808,30448,Oct 12 2020,"
How Fast and Accurate are you? - Cognitive Decision Making Task (Approximately 30-60 minutes)
"
140809,30448,Oct 12 2020,"
 Events and Choices Survey 
"
140810,90240,Oct 11 2020,"
Information Architecture Survey
"
140811,106430,Oct 11 2020,"
What made you scared this week?
"
140812,121638,Oct 11 2020,"
Answer a short survey for dissertation research
"
140813,68432,Oct 11 2020,"
""Survey on opinions about current issues(~ 10 minutes)""
"
140814,121638,Oct 11 2020,"
Opinions survey(~ 10 minutes)
"
140815,74522,Oct 11 2020,"
Opinions and Preferences on Messaging
"
140816,103420,Oct 11 2020,"
Please help us classify the protagonist of a movie
"
140817,97110,Oct 11 2020,"
Choice Survey
"
140818,44672,Oct 11 2020,"
Please click the specified option on the link
"
140819,44672,Oct 11 2020,"
Vote for a new feature on the Digital Ocean website
"
140820,57213,Oct 11 2020,"
Opinions and Preferences on Messaging
"
140821,122180,Oct 11 2020,"
Answer a survey about online shoppings
"
140822,5390,Oct 11 2020,"
Answer a survey about your relationship with your sibling(s)
"
140823,122180,Oct 11 2020,"
Hotel scenario and booking intention
"
140824,122180,Oct 11 2020,"
Answer a survey about your opinions (5 minutes)
"
140825,22466,Oct 11 2020,"
Answer a survey about a kitchen design
"
140826,5390,Oct 11 2020,"
Pointing to an object with referring expression
"
140827,30448,Oct 11 2020,"
Survey about knowledge and positions on important science topics
"
140828,30448,Oct 11 2020,"
 Visual memory (Use Chrome to complete the task) 
"
140829,107409,Oct 10 2020,"
Survey of Perceptions of Robot Videos
"
140830,137183,Oct 10 2020,"
Factor Comparison
"
140831,97471,Oct 10 2020,"
A 6-min survey about Virtual Assistants for 0.60(~ 6 minutes)
"
140832,93204,Oct 10 2020,"
Answer a 6 minutes survey about virtual assistants
"
140833,90240,Oct 10 2020,"
A short consumer survey (less than 3 min)(~ 3 minutes)
"
140834,10866,Oct 10 2020,"
Qualification task for: ""US cable TV brief survey""
"
140835,103420,Oct 10 2020,"
Survey on your opinion of a crowdfunding project (about 5 minutes)
"
140836,106430,Oct 10 2020,"
Tell us how you use different types of websites
"
140837,97765,Oct 10 2020,"
Answer questions about conversations (5~10 mins)
"
140838,43412,Oct 10 2020,"
Answer a 6 minutes survey about virtual assistants
"
140839,90240,Oct 10 2020,"
Social Perception
"
140840,75272,Oct 10 2020,"
Short survey(~ 5 minutes)
"
140841,90240,Oct 10 2020,"
Perceptions of Gender Survey
"
140842,137236,Oct 10 2020,"
Perceptions of Gender Survey
"
140843,137236,Oct 10 2020,"
Prediction Study(~ 2 minutes)
"
140844,90240,Oct 10 2020,"
[Qualification] Evaluate correctness of news summary sentences
"
140845,80922,Oct 10 2020,"
iRobotSurgeon Survey
"
140846,97765,Oct 10 2020,"
Survey on chrome extension page
"
140847,106430,Oct 10 2020,"
Human Decision Making
"
140848,51,Oct 10 2020,"
Survey on consumer behavior (~10 minutes)
"
140849,56633,Oct 10 2020,"
Attitudes Towards the 2020 Wildfires(~ 20 minutes) $2.00
"
140850,56633,Oct 10 2020,"
Rhythm Tapping Study $5.00
"
140851,56633,Oct 10 2020,"
Decision-making game (HIT only starts between 1:00 and 1:20pm EST, ~35 min. up to $5 bonus!)$7.00
"
140852,56633,Oct 10 2020,"
US residents with NO history of covid-19 are eligible: Psychology and COVID-19(~ 20 minutes)$2.00
"
140853,99611,Oct 10 2020,"
Survey on Video Streaming Experience (40-50 mins, require watching a video with sound, no mobile)(~ 40 minutes)
"
140854,33279,Oct 09 2020,"
Thoughts and Feelings Regarding Others
"
140855,72006,Oct 09 2020,"
The dynamics of economic decision making
"
140856,72006,Oct 09 2020,"
""Fool the model - Natural Language Sentiment Analysis""
"
140857,74627,Oct 09 2020,"
A Survey for Future Prospects of Desirable Society
"
140858,138021,Oct 09 2020,"
Record your speech
"
140859,29851,Oct 09 2020,"
Follow Up COVID 19 Study(~ 45 minutes)
"
140860,10336,Oct 09 2020,"
Answer a survey about robot movements
"
140861,96716,Oct 09 2020,"
Psychology study: play a game and complete a survey (~1 hour)(~ 60 minutes)
"
140862,109202,Oct 09 2020,"
2020 U.S. Presidential Election Survey (Time 1)(~ 60 minutes)
"
140863,97110,Oct 09 2020,"
Make decisions about money
"
140864,72006,Oct 09 2020,"
Survey for People in America(~ 2 minutes) 
"
140865,56633,Oct 09 2020,"
Survey for People in America(~ 2 minutes) .35
"
140866,30907,Oct 09 2020,"
Survey for People in America(~ 2 minutes0
"
140867,97110,Oct 09 2020,"
Chronic Health Condition Study(~ 30 minutes) 
"
140868,122106,Oct 09 2020,"
Watch a Video and Respond to a Scenario ($0.60 for 3?? minutes)(~ 5 minutes)
"
140869,137635,Oct 09 2020,"
Factors that Influence Juror Decisions(~ 20 minutes)
"
140870,137860,Oct 09 2020,"
2020 U.S. Presidential Election Survey (Time 1)(~ 60 minutes)
"
140871,66670,Oct 09 2020,"
Classify Election 2020 Twitter Accounts 08-10-2020
"
140872,48737,Oct 09 2020,"
Gambling experiment(~ 20 minutes)
"
140873,90240,Oct 09 2020,"
Interesting research study(~ 3 minutes)
"
140874,77877,Oct 09 2020,"
Mic Required- recording PARANOID
"
140875,122106,Oct 09 2020,"
A 4-5 minute study for $.85(~ 4 minutes)
"
140876,59669,Oct 09 2020,"
Virtual Adjustment Wave 2(~ 10 minutes)
"
140877,138014,Oct 09 2020,"
Classify Election 2020 Twitter Accounts
"
140878,77772,Oct 09 2020,"
Research Study on moral judgments and the evaluation of scenarios.
"
140879,51,Oct 09 2020,"
Chat and evaluate bot with a specified goal
"
140880,51,Oct 09 2020,"
Answer a survey about evaluating science in the media
"
140881,65787,Oct 08 2020,"
3 minute survey(~ 3 minutes)
"
140882,56633,Oct 08 2020,"
H채agen-Dazs Ice Cream Preference(~ 15 minutes) 1.50
"
140883,30628,Oct 08 2020,"
Virtual Adjustment Wave 2(~ 10 minutes)
"
140884,28930,Oct 08 2020,"
SMARTPHONE Needed | Search Tasks | 6-15 mins
"
140885,48737,Oct 08 2020,"
Partner preference study (with bonus)
"
140886,33282,Oct 08 2020,"
Mobile Banking App Menu Navigation(~ 15 minutes)
"
140887,113751,Oct 08 2020,"
Virtual Adjustment Wave 2(~ 10 minutes)
"
140888,51447,Oct 08 2020,"
Microphone Required - Record 40s of audio
"
140889,114443,Oct 08 2020,"
2020 U.S. Presidential Election Survey (Time 1)(~ 60 minutes)
"
140890,72012,Oct 08 2020,"
3 to 5-minute Study of Social Decision-Making (with CAPTCHA and writing)(~ 5 minutes)
"
140891,130244,Oct 08 2020,"
 Cleaning Assistance Task
"
140892,90240,Oct 08 2020,"
Locate the marker (National Research Council Canada)
"
140893,97765,Oct 08 2020,"
Impressions of Hospital Patients ($0.80 cents for ~25 min, payment within 1 day) (~ 25 minutes)
"
